stagione,data,partita,arbitro,mercato,quota,prob_%,edge_%,stake_€,esito,profitto_€
2024-25,2025-03-15T00:00:00.000,Udinese vs Verona,—,X - Pareggio,3.59,32.1,15.3,7.39,✗ Persa,-7.39
2024-25,2025-03-15T00:00:00.000,Torino vs Empoli,—,Under 2.5 Gol,1.65,79.3,30.8,59.31,✓ Vinta,38.55
2024-25,2025-03-16T00:00:00.000,Venezia vs Napoli,—,1 - Vittoria Casa,6.94,23.2,61,12.83,✗ Persa,-12.83
2024-25,2025-03-16T00:00:00.000,Roma vs Cagliari,—,Over 2.5 Gol,1.98,68.2,35.1,44.76,✗ Persa,-44.76
2024-25,2025-03-16T00:00:00.000,Fiorentina vs Juventus,—,X - Pareggio,3.18,40.4,28.4,16.31,✗ Persa,-16.31
2024-25,2025-03-16T00:00:00.000,Atalanta vs Inter,—,X - Pareggio,3.38,36.3,22.8,12,✗ Persa,-12
2024-25,2025-03-29T00:00:00.000,Juventus vs Genoa,—,2 - Vittoria Ospite,7.08,22.7,60.4,12.41,✗ Persa,-12.41
2024-25,2025-03-29T00:00:00.000,Juventus vs Genoa,—,X - Pareggio,4.06,31.1,26.4,10.8,✗ Persa,-10.8
2024-25,2025-03-29T00:00:00.000,Juventus vs Genoa,—,Under 2.5 Gol,1.74,68.5,19.3,32.56,✓ Vinta,24.09
2024-25,2025-03-30T00:00:00.000,Cagliari vs Monza,—,2 - Vittoria Ospite,5.78,27.8,60.5,15.82,✗ Persa,-15.82
2024-25,2025-03-30T00:00:00.000,Cagliari vs Monza,—,Over 2.5 Gol,2.15,53.7,15.5,16.88,✓ Vinta,19.41
2024-25,2025-03-30T00:00:00.000,Fiorentina vs Atalanta,—,Over 2.5 Gol,1.94,66.8,29.5,39.25,✗ Persa,-39.25
2024-25,2025-03-30T00:00:00.000,Fiorentina vs Atalanta,—,1 - Vittoria Casa,3.68,33.5,23.4,10.89,✓ Vinta,29.19
2024-25,2025-03-30T00:00:00.000,Napoli vs Milan,—,Over 2.5 Gol,2.03,69.1,40.2,48.76,✓ Vinta,50.22
2024-25,2025-03-30T00:00:00.000,Napoli vs Milan,—,2 - Vittoria Ospite,3.91,35.4,38.4,16.49,✗ Persa,-16.49
2024-25,2025-03-31T00:00:00.000,Lazio vs Torino,—,Under 2.5 Gol,1.79,75.6,35.2,55.77,✓ Vinta,44.06
2024-25,2025-03-31T00:00:00.000,Lazio vs Torino,—,X - Pareggio,3.64,32.1,16.8,7.97,✓ Vinta,21.04
2024-25,2025-03-31T00:00:00.000,Lazio vs Torino,—,2 - Vittoria Ospite,5.16,22.5,16,4.8,✗ Persa,-4.8
2024-25,2025-04-04T00:00:00.000,Genoa vs Udinese,—,1 - Vittoria Casa,2.52,46.4,16.9,13.93,✓ Vinta,21.17
2024-25,2025-04-05T00:00:00.000,Milan vs Fiorentina,—,Over 2.5 Gol,1.78,75.5,34.4,55.16,✓ Vinta,43.02
2024-25,2025-04-06T00:00:00.000,Lecce vs Venezia,—,Under 2.5 Gol,1.63,71.9,17.1,33.99,✓ Vinta,21.41
2024-25,2025-04-06T00:00:00.000,Torino vs Verona,—,2 - Vittoria Ospite,5.21,23.3,21.4,6.35,✗ Persa,-6.35
2024-25,2025-04-06T00:00:00.000,Torino vs Verona,—,Under 2.5 Gol,1.6,72.4,15.8,32.95,✓ Vinta,19.77
2024-25,2025-04-06T00:00:00.000,Atalanta vs Lazio,—,2 - Vittoria Ospite,4.81,24.1,16.1,5.28,✓ Vinta,20.12
2024-25,2025-04-06T00:00:00.000,Roma vs Juventus,—,X - Pareggio,3.15,40.9,28.8,16.73,✓ Vinta,35.97
2024-25,2025-04-07T00:00:00.000,Bologna vs Napoli,—,1 - Vittoria Casa,3.01,47.4,42.7,26.57,✗ Persa,-26.57
2024-25,2025-04-12T00:00:00.000,Juventus vs Lecce,—,X - Pareggio,5.15,28.8,48.4,14.59,✗ Persa,-14.59
2024-25,2025-04-12T00:00:00.000,Juventus vs Lecce,—,Under 2.5 Gol,1.95,71.5,39.5,51.95,✗ Persa,-51.95
2024-25,2025-04-12T00:00:00.000,Juventus vs Lecce,—,2 - Vittoria Ospite,10.15,12,22.2,3.04,✗ Persa,-3.04
2024-25,2025-04-12T00:00:00.000,Venezia vs Monza,—,2 - Vittoria Ospite,5.01,32.9,64.7,20.17,✗ Persa,-20.17
2024-25,2025-04-12T00:00:00.000,Inter vs Cagliari,—,Over 2.5 Gol,1.76,74.4,31,50.91,✓ Vinta,38.69
2024-25,2025-04-13T00:00:00.000,Lazio vs Roma,—,Under 2.5 Gol,1.75,69.4,21.5,35.87,✓ Vinta,26.9
2024-25,2025-04-14T00:00:00.000,Napoli vs Empoli,—,2 - Vittoria Ospite,10.04,18.5,86.1,11.91,✗ Persa,-11.91
2024-25,2025-04-14T00:00:00.000,Napoli vs Empoli,—,X - Pareggio,5.2,27.6,43.5,12.94,✗ Persa,-12.94
2024-25,2025-04-14T00:00:00.000,Napoli vs Empoli,—,Under 2.5 Gol,1.93,63.4,22.4,30.08,✗ Persa,-30.08
2024-25,2025-04-19T00:00:00.000,Monza vs Napoli,—,X - Pareggio,5.77,27.5,58.5,15.34,✗ Persa,-15.34
2024-25,2025-04-19T00:00:00.000,Monza vs Napoli,—,1 - Vittoria Casa,13.36,26.1,248.2,25.1,✗ Persa,-25.1
2024-25,2025-04-19T00:00:00.000,Roma vs Verona,—,2 - Vittoria Ospite,8.71,18.9,64.3,10.43,✗ Persa,-10.43
2024-25,2025-04-19T00:00:00.000,Roma vs Verona,—,X - Pareggio,4.64,25.7,19.1,6.55,✗ Persa,-6.55
2024-25,2025-04-20T00:00:00.000,Milan vs Atalanta,—,Over 2.5 Gol,1.7,77.5,31.8,56.79,✗ Persa,-56.79
2024-25,2025-04-23T00:00:00.000,Torino vs Udinese,—,Under 2.5 Gol,1.56,75.7,18,40.27,✓ Vinta,22.55
2024-25,2025-04-23T00:00:00.000,Genoa vs Lazio,—,1 - Vittoria Casa,3.48,33.2,15.6,7.86,✗ Persa,-7.86
2024-25,2025-04-23T00:00:00.000,Cagliari vs Fiorentina,—,Over 2.5 Gol,2.21,67.6,49.5,51.09,✓ Vinta,61.82
2024-25,2025-04-27T00:00:00.000,Venezia vs Milan,—,Over 2.5 Gol,1.76,69.8,22.9,37.68,✗ Persa,-37.68
2024-25,2025-04-27T00:00:00.000,Inter vs Roma,—,Over 2.5 Gol,2.01,58.8,18.2,22.56,✗ Persa,-22.56
2024-25,2025-04-27T00:00:00.000,Juventus vs Monza,—,2 - Vittoria Ospite,15.62,14.3,123.8,10.59,✗ Persa,-10.59
2024-25,2025-04-27T00:00:00.000,Juventus vs Monza,—,X - Pareggio,7.48,25.8,93.4,18.01,✗ Persa,-18.01
2024-25,2025-04-27T00:00:00.000,Juventus vs Monza,—,Under 2.5 Gol,2.46,61.7,51.7,44.28,✓ Vinta,64.65
2024-25,2025-04-27T00:00:00.000,Atalanta vs Lecce,—,X - Pareggio,6.63,21.4,41.8,9.29,✓ Vinta,52.3
2024-25,2025-04-27T00:00:00.000,Atalanta vs Lecce,—,Under 2.5 Gol,2.44,48.8,19,16.5,✓ Vinta,23.76
2024-25,2025-04-27T00:00:00.000,Atalanta vs Lecce,—,2 - Vittoria Ospite,12.53,9.4,17.7,1.92,✗ Persa,-1.92
2024-25,2025-04-27T00:00:00.000,Napoli vs Torino,—,2 - Vittoria Ospite,8.36,25.2,110.8,18.82,✗ Persa,-18.82
2024-25,2025-04-27T00:00:00.000,Napoli vs Torino,—,X - Pareggio,4.53,31.4,42.3,14.97,✗ Persa,-14.97
2024-25,2025-04-27T00:00:00.000,Napoli vs Torino,—,Under 2.5 Gol,1.83,68.7,25.8,38.8,✓ Vinta,32.2
2024-25,2025-04-28T00:00:00.000,Verona vs Cagliari,—,Over 2.5 Gol,2.61,54.4,41.9,32.54,✗ Persa,-32.54
2024-25,2025-04-28T00:00:00.000,Verona vs Cagliari,—,1 - Vittoria Casa,2.7,45.9,23.9,17.55,✗ Persa,-17.55
2024-25,2025-05-02T00:00:00.000,Torino vs Venezia,—,1 - Vittoria Casa,2.51,50.4,26.6,22.03,✗ Persa,-22.03
2024-25,2025-05-03T00:00:00.000,Cagliari vs Udinese,—,2 - Vittoria Ospite,3.64,32.2,17.4,8.22,✓ Vinta,21.7
2024-25,2025-05-03T00:00:00.000,Cagliari vs Udinese,—,Over 2.5 Gol,2.4,48.4,16.2,14.43,✓ Vinta,20.2
2024-25,2025-05-03T00:00:00.000,Lecce vs Napoli,—,X - Pareggio,4.11,30,23.1,9.3,✗ Persa,-9.3
2024-25,2025-05-03T00:00:00.000,Lecce vs Napoli,—,Under 2.5 Gol,1.8,67.3,21.1,32.98,✓ Vinta,26.38
2024-25,2025-05-03T00:00:00.000,Lecce vs Napoli,—,1 - Vittoria Casa,6.82,23.1,57.8,12.42,✗ Persa,-12.42
2024-25,2025-05-04T00:00:00.000,Empoli vs Lazio,—,Under 2.5 Gol,1.84,72.3,33.1,49.26,✓ Vinta,41.38
2024-25,2025-05-04T00:00:00.000,Monza vs Atalanta,—,X - Pareggio,6.69,23,53.9,11.84,✗ Persa,-11.84
2024-25,2025-05-04T00:00:00.000,Monza vs Atalanta,—,1 - Vittoria Casa,13.54,19.1,158,15.75,✗ Persa,-15.75
2024-25,2025-05-04T00:00:00.000,Roma vs Fiorentina,—,2 - Vittoria Ospite,5.58,27.2,51.7,14.1,✗ Persa,-14.1
2024-25,2025-05-04T00:00:00.000,Roma vs Fiorentina,—,Over 2.5 Gol,2.03,61.6,25.1,30.49,✗ Persa,-30.49
2024-25,2025-05-05T00:00:00.000,Genoa vs Milan,—,Over 2.5 Gol,1.97,60.6,19.4,24.99,✓ Vinta,24.24
2024-25,2025-05-05T00:00:00.000,Genoa vs Milan,—,1 - Vittoria Casa,4.59,34.4,58,20.2,✗ Persa,-20.2
2024-25,2025-05-09T00:00:00.000,Milan vs Bologna,—,Over 2.5 Gol,2.01,59.6,19.9,24.6,✓ Vinta,24.85
2024-25,2025-05-10T00:00:00.000,Lazio vs Juventus,—,Under 2.5 Gol,1.68,70.9,19.1,35.16,✓ Vinta,23.91
2024-25,2025-05-11T00:00:00.000,Udinese vs Monza,—,2 - Vittoria Ospite,7.06,23.4,65.1,13.44,✓ Vinta,81.45
2024-25,2025-05-11T00:00:00.000,Udinese vs Monza,—,X - Pareggio,4.37,30.1,31.7,11.77,✗ Persa,-11.77
2024-25,2025-05-11T00:00:00.000,Udinese vs Monza,—,Under 2.5 Gol,2.02,63.8,28.8,35.27,✗ Persa,-35.27
2024-25,2025-05-11T00:00:00.000,Verona vs Lecce,—,Under 2.5 Gol,1.66,71,17.9,33.93,✓ Vinta,22.39
2024-25,2025-05-11T00:00:00.000,Torino vs Inter,—,X - Pareggio,4.24,30,27.2,10.48,✗ Persa,-10.48
2024-25,2025-05-11T00:00:00.000,Torino vs Inter,—,Under 2.5 Gol,1.9,66.6,26.5,36.84,✓ Vinta,33.16
2024-25,2025-05-11T00:00:00.000,Napoli vs Genoa,—,2 - Vittoria Ospite,12.49,27.2,239.8,26.09,✗ Persa,-26.09
2024-25,2025-05-11T00:00:00.000,Napoli vs Genoa,—,X - Pareggio,5.34,29.1,55.2,15.89,✓ Vinta,68.96
2024-25,2025-05-12T00:00:00.000,Venezia vs Fiorentina,—,Over 2.5 Gol,2.27,58,31.8,31.25,✓ Vinta,39.69
2024-25,2025-05-12T00:00:00.000,Venezia vs Fiorentina,—,2 - Vittoria Ospite,2.46,51.9,27.6,23.62,✗ Persa,-23.62
2024-25,2025-05-12T00:00:00.000,Atalanta vs Roma,—,Over 2.5 Gol,1.83,65.2,19.4,29.14,✓ Vinta,24.19
2024-25,2025-05-17T00:00:00.000,Genoa vs Atalanta,—,1 - Vittoria Casa,4.68,29.9,40.1,13.64,✗ Persa,-13.64
2024-25,2025-05-18T00:00:00.000,Cagliari vs Venezia,—,Over 2.5 Gol,2.24,56.6,26.7,26.91,✓ Vinta,33.37
2024-25,2025-05-18T00:00:00.000,Cagliari vs Venezia,—,1 - Vittoria Casa,2.65,47.6,26.2,19.83,✓ Vinta,32.72
2024-25,2025-05-18T00:00:00.000,Fiorentina vs Bologna,—,X - Pareggio,3.16,39.7,25.3,14.65,✗ Persa,-14.65
2024-25,2025-05-18T00:00:00.000,Inter vs Lazio,—,Under 2.5 Gol,2.09,56.5,18,20.62,✗ Persa,-20.62
2024-25,2025-05-18T00:00:00.000,Juventus vs Udinese,—,2 - Vittoria Ospite,9.57,16.8,60.8,8.87,✗ Persa,-8.87
2024-25,2025-05-18T00:00:00.000,Juventus vs Udinese,—,X - Pareggio,5.03,28.4,42.9,13.3,✗ Persa,-13.3
2024-25,2025-05-18T00:00:00.000,Juventus vs Udinese,—,Under 2.5 Gol,1.97,67.6,33.2,42.8,✓ Vinta,41.52
2024-25,2025-05-18T00:00:00.000,Lecce vs Torino,—,2 - Vittoria Ospite,4.62,35.7,65,22.44,✗ Persa,-22.44
2024-25,2025-05-18T00:00:00.000,Lecce vs Torino,—,Under 2.5 Gol,1.65,81.9,35.2,67.61,✓ Vinta,43.95
2024-25,2025-05-18T00:00:00.000,Monza vs Empoli,—,X - Pareggio,3.68,32.4,19.3,8.99,✗ Persa,-8.99
2024-25,2025-05-18T00:00:00.000,Monza vs Empoli,—,Under 2.5 Gol,1.69,69.9,18.2,32.97,✗ Persa,-32.97
2024-25,2025-05-18T00:00:00.000,Monza vs Empoli,—,1 - Vittoria Casa,4.86,34.2,66.1,21.41,✗ Persa,-21.41
2024-25,2025-05-18T00:00:00.000,Roma vs Milan,—,X - Pareggio,3.6,35.1,26.2,12.59,✗ Persa,-12.59
2024-25,2025-05-18T00:00:00.000,Roma vs Milan,—,Over 2.5 Gol,1.75,71.5,25,41.74,✓ Vinta,31.3
2024-25,2025-05-23T00:00:00.000,Napoli vs Cagliari,—,2 - Vittoria Ospite,15.68,18.2,185.3,15.78,✗ Persa,-15.78
2024-25,2025-05-23T00:00:00.000,Napoli vs Cagliari,—,X - Pareggio,7.2,23,65.6,13.23,✗ Persa,-13.23
2024-25,2025-05-24T00:00:00.000,Bologna vs Genoa,—,Under 2.5 Gol,2.17,64.3,39.6,42.32,✗ Persa,-42.32
2024-25,2025-05-24T00:00:00.000,Bologna vs Genoa,—,2 - Vittoria Ospite,6.56,20.6,35.1,7.88,✓ Vinta,43.81
2024-25,2025-05-24T00:00:00.000,Bologna vs Genoa,—,X - Pareggio,4.55,28.7,30.6,10.77,✗ Persa,-10.77
2024-25,2025-05-24T00:00:00.000,Milan vs Monza,—,2 - Vittoria Ospite,11.05,15.6,72.4,9.01,✗ Persa,-9.01
2024-25,2025-05-24T00:00:00.000,Milan vs Monza,—,X - Pareggio,7.48,21.5,60.8,11.73,✗ Persa,-11.73
2024-25,2025-05-25T00:00:00.000,Empoli vs Verona,—,2 - Vittoria Ospite,4.33,30.4,31.8,11.94,✓ Vinta,39.76
2024-25,2025-05-25T00:00:00.000,Lazio vs Lecce,—,Under 2.5 Gol,2.04,69.7,42.1,50.64,✓ Vinta,52.67
2024-25,2025-05-25T00:00:00.000,Torino vs Roma,—,X - Pareggio,4.27,31.2,33.4,12.78,✗ Persa,-12.78
2024-25,2025-05-25T00:00:00.000,Torino vs Roma,—,Under 2.5 Gol,1.96,65.6,28.6,37.23,✓ Vinta,35.74
2024-25,2025-05-25T00:00:00.000,Torino vs Roma,—,1 - Vittoria Casa,5.91,29.9,76.9,19.57,✗ Persa,-19.57
2024-25,2025-05-25T00:00:00.000,Venezia vs Juventus,—,X - Pareggio,4.33,28.9,25,9.4,✗ Persa,-9.4
2024-25,2025-05-25T00:00:00.000,Venezia vs Juventus,—,Under 2.5 Gol,2.01,60.6,21.8,27.04,✗ Persa,-27.04
2024-25,2025-05-25T00:00:00.000,Venezia vs Juventus,—,1 - Vittoria Casa,5.97,19.5,16.2,4.08,✗ Persa,-4.08
2025-26,2025-08-24T00:00:00.000,Juventus vs Parma,—,2 - Vittoria Ospite,7.58,19.3,46.3,8.79,✗ Persa,-8.79
2025-26,2025-08-24T00:00:00.000,Juventus vs Parma,—,X - Pareggio,4.8,26.6,27.7,9.11,✗ Persa,-9.11
2025-26,2025-08-24T00:00:00.000,Juventus vs Parma,—,Under 2.5 Gol,2.11,55.5,17,19.19,✓ Vinta,21.3
2025-26,2025-08-25T00:00:00.000,Inter vs Torino,—,X - Pareggio,4.83,26.5,28,9.13,✗ Persa,-9.13
2025-26,2025-08-25T00:00:00.000,Inter vs Torino,—,Under 2.5 Gol,2.2,56.6,24.6,25.59,✗ Persa,-25.59
2025-26,2025-08-29T00:00:00.000,Cremonese vs Sassuolo,—,Over 2.5 Gol,2.14,59.1,26.4,28.96,✓ Vinta,33.01
2025-26,2025-08-29T00:00:00.000,Lecce vs Milan,—,1 - Vittoria Casa,6.32,18.5,17.2,4.04,✗ Persa,-4.04
2025-26,2025-08-30T00:00:00.000,Bologna vs Como,—,Over 2.5 Gol,2.33,52.1,21.3,20.02,✗ Persa,-20.02
2025-26,2025-08-30T00:00:00.000,Napoli vs Cagliari,—,X - Pareggio,5.39,26.4,42,11.97,✗ Persa,-11.97
2025-26,2025-08-30T00:00:00.000,Napoli vs Cagliari,—,2 - Vittoria Ospite,10.32,13.4,38.3,5.13,✗ Persa,-5.13
2025-26,2025-08-30T00:00:00.000,Napoli vs Cagliari,—,Under 2.5 Gol,2,58.4,16.8,20.96,✓ Vinta,20.96
2025-26,2025-08-31T00:00:00.000,Lazio vs Verona,—,X - Pareggio,4.47,26.8,19.9,7.18,✗ Persa,-7.18
2025-26,2025-08-31T00:00:00.000,Genoa vs Juventus,—,1 - Vittoria Casa,4.51,26.7,20.5,7.31,✗ Persa,-7.31
2025-26,2025-09-13T00:00:00.000,Cagliari vs Parma,—,2 - Vittoria Ospite,3.7,31.7,17.2,7.96,✗ Persa,-7.96
2025-26,2025-09-13T00:00:00.000,Juventus vs Inter,—,X - Pareggio,3.07,39,19.8,11.94,✗ Persa,-11.94
2025-26,2025-09-14T00:00:00.000,Roma vs Torino,—,Under 2.5 Gol,1.81,67.6,22.3,34.44,✓ Vinta,27.9
2025-26,2025-09-14T00:00:00.000,Roma vs Torino,—,X - Pareggio,4.24,28.8,22.2,8.58,✗ Persa,-8.58
2025-26,2025-09-14T00:00:00.000,Sassuolo vs Lazio,—,Over 2.5 Gol,1.94,62.8,21.7,28.92,✗ Persa,-28.92
2025-26,2025-09-14T00:00:00.000,Sassuolo vs Lazio,—,2 - Vittoria Ospite,2.1,55.2,15.8,17.99,✗ Persa,-17.99
2025-26,2025-09-14T00:00:00.000,Milan vs Bologna,—,Over 2.5 Gol,2,59.9,19.8,24.77,✗ Persa,-24.77
2025-26,2025-09-15T00:00:00.000,Como vs Genoa,—,2 - Vittoria Ospite,5.86,23.8,39.5,10.16,✗ Persa,-10.16
2025-26,2025-09-20T00:00:00.000,Bologna vs Genoa,—,2 - Vittoria Ospite,4.93,24.2,19.1,6.07,✗ Persa,-6.07
2025-26,2025-09-20T00:00:00.000,Bologna vs Genoa,—,Over 2.5 Gol,2.51,47,18.1,14.98,✓ Vinta,22.62
2025-26,2025-09-20T00:00:00.000,Verona vs Juventus,—,X - Pareggio,3.98,29.6,17.8,7.48,✓ Vinta,22.29
2025-26,2025-09-20T00:00:00.000,Verona vs Juventus,—,1 - Vittoria Casa,6.7,18.8,25.8,5.66,✗ Persa,-5.66
2025-26,2025-09-20T00:00:00.000,Udinese vs Milan,—,Over 2.5 Gol,2.12,55.8,18.4,20.51,✓ Vinta,22.97
2025-26,2025-09-21T00:00:00.000,Torino vs Atalanta,—,2 - Vittoria Ospite,2.27,51.3,16.4,16.19,✓ Vinta,20.56
2025-26,2025-09-21T00:00:00.000,Lazio vs Roma,—,Under 2.5 Gol,1.65,73.5,21.2,40.76,✓ Vinta,26.49
2025-26,2025-09-21T00:00:00.000,Inter vs Sassuolo,—,Over 2.5 Gol,1.6,72.6,16.2,33.72,✓ Vinta,20.23
2025-26,2025-09-21T00:00:00.000,Cremonese vs Parma,—,2 - Vittoria Ospite,2.98,43.1,28.6,18.03,✗ Persa,-18.03
2025-26,2025-09-21T00:00:00.000,Cremonese vs Parma,—,Over 2.5 Gol,2.3,51.3,18,17.33,✗ Persa,-17.33
2025-26,2025-09-27T00:00:00.000,Juventus vs Atalanta,—,2 - Vittoria Ospite,4.28,36.7,57.1,21.75,✗ Persa,-21.75
2025-26,2025-09-28T00:00:00.000,Sassuolo vs Udinese,—,2 - Vittoria Ospite,3.22,36.9,18.7,10.55,✗ Persa,-10.55
2025-26,2025-09-28T00:00:00.000,Milan vs Napoli,—,2 - Vittoria Ospite,3.3,37,22.2,12.05,✗ Persa,-12.05
2025-26,2025-10-04T00:00:00.000,Lazio vs Torino,—,2 - Vittoria Ospite,5.74,20.7,19,5.01,✗ Persa,-5.01
2025-26,2025-10-04T00:00:00.000,Atalanta vs Como,—,1 - Vittoria Casa,2.27,50.7,15,14.79,✗ Persa,-14.79
2025-26,2025-10-05T00:00:00.000,Udinese vs Cagliari,—,2 - Vittoria Ospite,3.83,34.2,31.1,13.73,✗ Persa,-13.73
2025-26,2025-10-05T00:00:00.000,Napoli vs Genoa,—,2 - Vittoria Ospite,8.09,15.5,25.6,4.51,✗ Persa,-4.51
2025-26,2025-10-05T00:00:00.000,Napoli vs Genoa,—,X - Pareggio,4.04,28.9,16.7,6.86,✗ Persa,-6.86
2025-26,2025-10-05T00:00:00.000,Juventus vs Milan,—,X - Pareggio,3.21,39.3,26.1,14.78,✓ Vinta,32.66
2025-26,2025-10-18T00:00:00.000,Lecce vs Sassuolo,—,1 - Vittoria Casa,3.03,39.2,18.7,11.49,✗ Persa,-11.49
2025-26,2025-10-18T00:00:00.000,Torino vs Napoli,—,Under 2.5 Gol,1.68,72.2,21.2,39.06,✓ Vinta,26.56
2025-26,2025-10-18T00:00:00.000,Roma vs Inter,—,1 - Vittoria Casa,3.45,34.2,18.2,9.26,✗ Persa,-9.26
2025-26,2025-10-19T00:00:00.000,Milan vs Fiorentina,—,2 - Vittoria Ospite,6.09,27.4,66.8,16.39,✗ Persa,-16.39
2025-26,2025-10-19T00:00:00.000,Milan vs Fiorentina,—,X - Pareggio,4.33,27,16.8,6.31,✗ Persa,-6.31
2025-26,2025-10-19T00:00:00.000,Cagliari vs Bologna,—,Over 2.5 Gol,2.35,53.3,25.2,23.37,✗ Persa,-23.37
2025-26,2025-10-25T00:00:00.000,Parma vs Como,—,1 - Vittoria Casa,4.06,29.3,19,7.75,✗ Persa,-7.75
2025-26,2025-10-25T00:00:00.000,Udinese vs Lecce,—,2 - Vittoria Ospite,4.86,26.7,29.7,9.61,✗ Persa,-9.61
2025-26,2025-10-25T00:00:00.000,Udinese vs Lecce,—,Under 2.5 Gol,1.69,68.4,15.5,28.16,✗ Persa,-28.16
2025-26,2025-10-25T00:00:00.000,Napoli vs Inter,—,X - Pareggio,3.15,42,32.3,18.8,✗ Persa,-18.8
2025-26,2025-10-25T00:00:00.000,Napoli vs Inter,—,Under 2.5 Gol,1.74,66.2,15.3,25.79,✗ Persa,-25.79
2025-26,2025-10-25T00:00:00.000,Cremonese vs Atalanta,—,Over 2.5 Gol,1.91,70.1,33.9,46.62,✗ Persa,-46.62
2025-26,2025-10-25T00:00:00.000,Cremonese vs Atalanta,—,2 - Vittoria Ospite,1.63,70.6,15.1,29.96,✗ Persa,-29.96
2025-26,2025-10-26T00:00:00.000,Verona vs Cagliari,—,2 - Vittoria Ospite,3.76,36.2,36.2,16.39,✗ Persa,-16.39
2025-26,2025-10-26T00:00:00.000,Fiorentina vs Bologna,—,Over 2.5 Gol,2.32,56.3,30.7,29.04,✓ Vinta,38.33
2025-26,2025-10-26T00:00:00.000,Fiorentina vs Bologna,—,X - Pareggio,3.18,37.7,19.8,11.34,✓ Vinta,24.72
2025-26,2025-10-26T00:00:00.000,Torino vs Genoa,—,2 - Vittoria Ospite,3.71,31.8,18.1,8.37,✗ Persa,-8.37
2025-26,2025-10-26T00:00:00.000,Sassuolo vs Roma,—,Over 2.5 Gol,2.18,57.5,25.4,26.96,✗ Persa,-26.96
2025-26,2025-10-26T00:00:00.000,Sassuolo vs Roma,—,2 - Vittoria Ospite,1.88,65.8,23.7,33.7,✓ Vinta,29.66
2025-26,2025-10-28T00:00:00.000,Lecce vs Napoli,—,Under 2.5 Gol,1.68,69.1,16.2,29.72,✓ Vinta,20.21
2025-26,2025-10-28T00:00:00.000,Atalanta vs Milan,—,Over 2.5 Gol,2.03,60.9,23.5,28.55,✗ Persa,-28.55
2025-26,2025-10-28T00:00:00.000,Atalanta vs Milan,—,1 - Vittoria Casa,2.71,47.1,27.6,20.15,✗ Persa,-20.15
2025-26,2025-10-29T00:00:00.000,Juventus vs Udinese,—,X - Pareggio,4.5,26.3,18.2,6.49,✗ Persa,-6.49
2025-26,2025-10-29T00:00:00.000,Juventus vs Udinese,—,2 - Vittoria Ospite,7.44,15.5,15.6,3.03,✗ Persa,-3.03
2025-26,2025-10-29T00:00:00.000,Genoa vs Cremonese,—,Over 2.5 Gol,2.57,49.7,27.7,22.07,✗ Persa,-22.07
2025-26,2025-10-29T00:00:00.000,Inter vs Fiorentina,—,2 - Vittoria Ospite,7.67,19.9,52.5,9.83,✗ Persa,-9.83
2025-26,2025-10-29T00:00:00.000,Inter vs Fiorentina,—,X - Pareggio,5.02,25.1,25.8,8.01,✗ Persa,-8.01
2025-26,2025-10-30T00:00:00.000,Cagliari vs Sassuolo,—,Over 2.5 Gol,2.24,57.2,28,28.27,✓ Vinta,35.05
2025-26,2025-10-30T00:00:00.000,Cagliari vs Sassuolo,—,1 - Vittoria Casa,2.66,49,30.4,22.88,✗ Persa,-22.88
2025-26,2025-11-02T00:00:00.000,Parma vs Bologna,—,Over 2.5 Gol,2.55,50.5,28.8,23.19,✓ Vinta,35.94
2025-26,2025-11-02T00:00:00.000,Parma vs Bologna,—,1 - Vittoria Casa,4.24,28.9,22.6,8.72,✗ Persa,-8.72
2025-26,2025-11-02T00:00:00.000,Verona vs Inter,—,X - Pareggio,5.11,23.2,18.4,5.6,✗ Persa,-5.6
2025-26,2025-11-02T00:00:00.000,Milan vs Roma,—,2 - Vittoria Ospite,3.87,32.7,26.6,11.61,✗ Persa,-11.61
2025-26,2025-11-02T00:00:00.000,Milan vs Roma,—,X - Pareggio,3.21,39.3,26,14.71,✗ Persa,-14.71
2025-26,2025-11-03T00:00:00.000,Sassuolo vs Genoa,—,2 - Vittoria Ospite,3.3,42.9,41.7,22.65,✓ Vinta,52.09
2025-26,2025-11-03T00:00:00.000,Sassuolo vs Genoa,—,Over 2.5 Gol,2.53,50.7,28.2,23.07,✓ Vinta,35.3
2025-26,2025-11-03T00:00:00.000,Lazio vs Cagliari,—,2 - Vittoria Ospite,6.08,21.1,28,6.9,✗ Persa,-6.9
2025-26,2025-11-08T00:00:00.000,Como vs Cagliari,—,2 - Vittoria Ospite,6.65,21.1,40.2,8.9,✗ Persa,-8.9
2025-26,2025-11-08T00:00:00.000,Como vs Cagliari,—,X - Pareggio,4.51,26.5,19.5,6.95,✓ Vinta,24.39
2025-26,2025-11-08T00:00:00.000,Juventus vs Torino,—,Under 2.5 Gol,1.84,81.8,50.4,75.07,✓ Vinta,63.06
2025-26,2025-11-08T00:00:00.000,Juventus vs Torino,—,X - Pareggio,4.16,33.7,40.1,15.88,✓ Vinta,50.18
2025-26,2025-11-08T00:00:00.000,Parma vs Milan,—,Over 2.5 Gol,2.16,53.5,15.5,16.67,✓ Vinta,19.34
2025-26,2025-11-08T00:00:00.000,Parma vs Milan,—,1 - Vittoria Casa,6.27,24.6,54.1,12.84,✗ Persa,-12.84
